"region","tdate","country","discharging_port","delivery_mode","customer_name","customer_group","category","pid","pallets","branding","total_volume","volume_per_container","incoterm","status1","Status2","payment_terms","payment_terms_days","price","estimated_freight","estimated_fob","sales_order","od","supplier","transporter","inspection","shipping_line","shipped_via","loading_date_at_plant","quantity_removed_from_the_site","stuffing_date","real_freight","real_fob","blno","sequence_date","transit_time","bldate","net_quantity","clearance_date","userComment","type_tc","port_loading","freight_invoice","freight_invoice2","freight_invoice3","days_of_storage","storage_cost","days_of_storage2","storage_cost2","days_of_storage3","storage_cost3","jours_half","jours_1","jours_2","jours_3","ac_status","contract_id","contract_status","invoice","Payment_status"
"Europe","2022-10-04","Thailand","THESSALONIKI","Container","ESIFAR","ESIFAR","MDCP","0","1 pallet per 2 BB","Phosfeed","440","22","CIF","Finalized","CONFIRMED","CAD","90","690","0","37","1743","838","ONCF","CMA CGM","Inspectorate","CMA CGM","CMA CGM","2022-11-18","605","2022-04-27","27","33","237739812","2022-05-17","0","0000-00-00","4434","2022-05-22","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","19832","Paid\"
"Asia","2022-10-04","Argentina","THESSALONIKI","Vessel","GREEFOS","ESIFAR","DCP","0","1 pallet per BB","Phosfeed","1200","22","CIF","Delivery in progress","CONFIRMED","Cable bank transfer","45","690","44","0","1634","839","SVN","MAERSK","Inspectorate","BDP","MAERSK","2022-08-17","484","2022-05-29","40","33","0","2022-06-18","15","0000-00-00","1200","2022-09-23","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Signed Customer","18452","Paid\"
"Local Market","2022-04-02","Morocco","","Container","ALF AMMAR","Vial/Vitafort","MCP","0","1 pallet per BB","Phosfeed","100","22","EXW","Deal concluded","CONFIRMED","D/A","0","690","25","37","1634","840","IPSEN","MAERSK","Inspectorate","SEALAND","MAERSK","2022-11-18","110","2022-04-27","19","0","0","0000-00-00","60","2022-12-25","550","0000-00-00","","40' Dry","TANGER","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","19423","Paid\"
"Asia","2022-04-02","Morocco","LAT KRABANG","Vessel","Vial/Vitafort","ESIFAR","MCP","0","1 pallet per 2 BB","Phosfeed","550","22","CFR","Finalized","CONFIRMED","D/A","90","730","44","0","1843","841","ONCF","HAPAG LLOYD","Inspectorate","CMA CGM","SEALAND","2022-11-19","484","0000-00-00","33","33","0","2022-09-18","25","2022-09-23","550","2022-09-23","","40' Dry","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed Customer","18668","Not Paid\"
"Local Market","2022-04-02","Argentina","THESSALONIKI","Container","ESIFAR","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","1200","22","CFR","Delivery in progress","CONFIRMED","D/A","60","740","44","37","1843","842","IPSEN","MAERSK","Inspectorate","CMA CGM","SEALAND","2022-04-15","110","2022-08-29","33","38","0","2022-05-17","0","2022-12-25","440","2022-05-22","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed Customer","19832","Not Paid\"
"Europe","2022-07-03","Thailand","THESSALONIKI","Vessel","ESIFAR","GREEFOS","MCP","0","1 pallet per BB","Phosfeed","4400","22","EXW","Invoiced","CONFIRMED","Cable bank transfer","45","610","44","37","1843","843","SVN","GAMMA","Inspectorate","HAPAG LLOYD","MAERSK","2022-05-17","605","0000-00-00","33","38","0","2022-12-20","30","0000-00-00","100","2022-09-23","","20'","","137986.14","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","19423","Not Paid\"
"Africa","2022-07-03","Nigeria","BUENOS AIRES","Container","GREEFOS","GREEFOS","DCP","0","1 pallet per 2 BB","Phosfeed","550","22","CFR","Deal concluded","CONFIRMED","L/C","60","730","25","35","1843","844","SVN","HAPAG LLOYD","Inspectorate","BDP","MAERSK","2022-11-18","4840","2022-04-27","33","36","0","2022-12-20","60","0000-00-00","550","2022-06-23","","20'","TANGER","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","19423","Paid\"
"Asia","2022-10-05","Nigeria","BUENOS AIRES","Container","ESIFAR","ESIFAR","MCP","0","1 pallet per 2 BB","Phosfeed","100","22","CIF","Finalized","CONFIRMED","Cable bank transfer","0","690","25","37","1772","845","IPSEN","HAPAG LLOYD","Inspectorate","MAERSK","SEALAND","2022-05-17","1320","2022-04-27","40","36","0","2022-09-18","15","2022-12-25","440","2022-09-23","","20'","CASABLANCA","0","0","0","2","0","0","0","0","0","3","0","0","0","Sent","1383","Signed OCP","19832","Paid\"
"Africa","2022-10-04","Morocco","LAT KRABANG","Container","ALF AMMAR","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","1200","22","CIF","Deal concluded","CONFIRMED","CAD","60","730","20","0","1435","846","SVN","CMA CGM","Inspectorate","MAERSK","MAERSK","2022-11-18","1320","2022-04-27","33","38","0","2022-06-18","30","0000-00-00","1200","0000-00-00","","20'","TANGER","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","19423","Paid\"
"Americas","2022-03-01","Nigeria","LAT KRABANG","Container","Vial/Vitafort","GREEFOS","MDCP","0","1 pallet per 2 BB","Neutre","550","20","CFR","Finalized","CONFIRMED","Cable bank transfer","45","690","25","37","1435","847","IPSEN","CMA CGM","Inspectorate","MAERSK","HAPAG LLOYD","2022-08-17","4840","0000-00-00","33","38","0","2022-09-18","25","2022-12-25","100","2022-09-23","","","TANGER","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1443","Signed Customer","18452","Paid\"
"Europe","2022-04-02","Nigeria","BUENOS AIRES","Container","ALF AMMAR","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","100","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","90","610","30","37","1743","848","SVN","MAERSK","Inspectorate","SEALAND","SEALAND","2022-11-18","110","2022-11-30","33","38","0","2022-09-18","30","0000-00-00","100","2022-12-25","","20'","CASABLANCA","0","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1443","Signed OCP","18452","Paid\"
"Africa","2022-07-03","Morocco","LAT KRABANG","Container","ALF AMMAR","ALF AMMAR","MDCP","0","1 pallet per 2 BB","Phosfeed","550","25","EXW","Deal concluded","CONFIRMED","D/A","45","740","30","37","1634","849","ONCF","GAMMA","Inspectorate","HAPAG LLOYD","SEALAND","2022-11-19","605","2022-11-30","33","0","0","2022-12-20","0","2022-12-25","100","2022-09-23","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18452","Not Paid\"
"Local Market","2022-10-04","Argentina","LAGOS","Container","ALF AMMAR","CP Group","DCP","0","1 pallet per 2 BB","Neutre","550","25","CFR","Deal concluded","CONFIRMED","D/A","90","780","30","40","1634","850","SVN","SEALAND","Inspectorate","BDP","CMA CGM","2022-11-18","484","2022-04-27","0","0","0","2022-05-17","30","2022-05-22","1200","2022-12-25","","20'","JORF LASFAR","119178.58","0","0","2","84.91","0","0","0","0","0","0","0","0","Sent","1383","Signed OCP","19423","Not Paid\"
"Asia","2022-04-02","Greece","","Truck","Vial/Vitafort","Vial/Vitafort","MCP","0","1 pallet per 2 BB","Phosfeed","100","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","15","610","20","40","1435","851","IPSEN","MAERSK","Inspectorate","MAERSK","MAERSK","2022-04-15","4840","2022-08-29","0","0","1236876312","0000-00-00","30","2022-05-22","100","2022-06-23","","","TANGER","0","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1398","Signed OCP","18732","Paid\"
"Africa","2022-10-05","Thailand","LAGOS","Container","ESIFAR","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","550","22","CFR","Deal concluded","CONFIRMED","Cable bank transfer","60","780","30","40","1634","852","IPSEN","CMA CGM","Inspectorate","SEALAND","MAERSK","2022-11-18","4840","2022-08-29","19","0","0","0000-00-00","0","2022-06-23","550","2022-09-23","","40' Dry","","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18452","Paid\"
"Americas","2022-04-02","Argentina","LAGOS","Container","GREEFOS","Vial/Vitafort","DCP","0","1 pallet per BB","Phosfeed","550","22","CFR","Deal concluded","CONFIRMED","Cable bank transfer","15","730","44","37","1634","853","IPSEN","SEALAND","Inspectorate","MAERSK","MAERSK","2022-11-18","110","2022-08-29","27","38","0","2022-09-18","15","0000-00-00","4434","0000-00-00","","20'","JORF LASFAR","116","0","0","2","0","0","0","0","0","3","0","0","0","Sent","1982","Signed OCP","19423","Paid\"
"Local Market","2022-10-05","Greece","LAGOS","Truck","GREEFOS","ESIFAR","MCP","0","1 pallet per 2 BB","Neutre","550","25","CFR","Deal concluded","CONFIRMED","Cable bank transfer","90","740","44","37","1743","854","IPSEN","MAERSK","Inspectorate","BDP","MAERSK","2022-04-15","605","2022-05-29","0","36","1236876312","2022-06-18","25","2022-05-22","4434","2022-09-23","","20'","CASABLANCA","137986.14","2280.23","0","0","84.91","0","0","0","0","0","1","0","0","Sent","1382","Signed Customer","19423","Paid\"
"Local Market","2022-07-03","Morocco","LAT KRABANG","Container","CPF (Thailand) Public Company Limited","ALF AMMAR","MDCP","0","1 pallet per BB","Phosfeed","1200","22","CFR","Delivery in progress","CONFIRMED","Cable bank transfer","90","780","20","35","1634","855","ONCF","MAERSK","Inspectorate","BDP","MAERSK","2022-05-17","4840","2022-05-29","40","0","0","2022-12-20","0","2022-06-23","100","2022-12-25","","20'","CASABLANCA","119178.58","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1398","Signed Customer","18732","Paid\"
"Africa","2022-04-02","Greece","BUENOS AIRES","Container","CPF (Thailand) Public Company Limited","CP Group","MDCP","0","1 pallet per BB","Phosfeed","1200","25","CFR","Deal concluded","CONFIRMED","Cable bank transfer","60","730","0","40","1435","856","SVN","CMA CGM","Inspectorate","BDP","MAERSK","2022-11-19","4840","2022-11-30","27","36","1236876312","2022-05-17","25","2022-06-23","550","2022-05-22","","20'","CASABLANCA","116","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1382","Draft","19832","Paid\"
"Africa","2022-03-01","Thailand","THESSALONIKI","Container","Vial/Vitafort","GREEFOS","MDCP","0","1 pallet per BB","Neutre","4400","20","EXW","Invoiced","CONFIRMED","D/A","45","740","0","37","1634","857","ONCF","HAPAG LLOYD","Inspectorate","CMA CGM","SEALAND","2022-04-15","4840","2022-11-30","19","40","0","2022-06-18","25","2022-12-25","100","2022-12-25","","","","116","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed Customer","19423","Not Paid\"
"Europe","2022-10-05","Morocco","THESSALONIKI","Vessel","CPF (Thailand) Public Company Limited","ALF AMMAR","MCP","0","1 pallet per 2 BB","Phosfeed","1200","22","CFR","Deal concluded","CONFIRMED","Cable bank transfer","0","740","0","37","1634","858","ONCF","CMA CGM","Inspectorate","CMA CGM","SEALAND","2022-05-17","484","2022-11-30","40","40","0","2022-09-18","15","2022-12-25","1200","0000-00-00","","20'","JORF LASFAR","137986.14","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1443","Signed Customer","19832","Not Paid\"
"Local Market","2022-04-02","Nigeria","LAT KRABANG","Container","GREEFOS","CP Group","MDCP","0","1 pallet per 2 BB","Phosfeed","100","20","CIF","Deal concluded","CONFIRMED","Cable bank transfer","15","610","30","40","1772","859","SVN","CMA CGM","Inspectorate","CMA CGM","CMA CGM","2022-11-18","1320","2022-05-29","0","40","0","2022-09-18","15","2022-09-23","1200","2022-12-25","","20'","TANGER","116","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1398","Draft","19832","Paid\"
"Americas","2022-04-02","Argentina","THESSALONIKI","Vessel","GREEFOS","CP Group","MDCP","0","1 pallet per BB","Neutre","440","22","EXW","Deal concluded","CONFIRMED","Cable bank transfer","0","730","44","37","1634","860","SVN","MAERSK","Inspectorate","BDP","CMA CGM","2022-08-17","1320","2022-11-30","19","0","0","2022-06-18","60","0000-00-00","550","0000-00-00","","20'","JORF LASFAR","137986.14","0","0","0","0","0","0","0","0","0","1","0","0","Sent","1982","Signed OCP","18452","Paid\"
"Europe","2022-03-01","Argentina","THESSALONIKI","Container","CPF (Thailand) Public Company Limited","Vial/Vitafort","DCP","0","1 pallet per 2 BB","Phosfeed","100","25","CIF","Deal concluded","CONFIRMED","Cable bank transfer","90","610","0","40","1435","861","IPSEN","SEALAND","Inspectorate","CMA CGM","HAPAG LLOYD","2022-04-15","605","2022-08-29","40","0","0","2022-06-18","25","2022-05-22","100","2022-05-22","","20'","","116","0","0","2","84.91","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","18732","Not Paid\"
"Americas","2022-03-01","Argentina","","Container","CPF (Thailand) Public Company Limited","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","550","22","CIF","Deal concluded","CONFIRMED","L/C","45","780","30","37","1743","862","IPSEN","CMA CGM","Inspectorate","BDP","CMA CGM","2022-05-17","1320","2022-11-30","19","36","0","0000-00-00","15","2022-09-23","550","2022-06-23","","20'","CASABLANCA","137986.14","0","0","0","84.91","0","0","0","0","0","1","0","0","Sent","1982","Signed OCP","19423","Not Paid\"
"Americas","2022-10-05","Nigeria","","Truck","GREEFOS","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","4400","25","CFR","Deal concluded","CONFIRMED","D/A","0","740","0","35","1843","863","SVN","MAERSK","Inspectorate","BDP","MAERSK","2022-11-18","1320","0000-00-00","0","0","0","0000-00-00","15","2022-05-22","1200","2022-09-23","","","TANGER","0","0","0","2","84.91","0","0","0","0","3","0","0","0","Sent","1982","Signed Customer","19423","Paid\"
"Africa","2022-07-03","Greece","LAT KRABANG","Container","CPF (Thailand) Public Company Limited","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","1200","22","CFR","Delivery in progress","CONFIRMED","D/A","90","730","0","40","1634","864","IPSEN","MAERSK","Inspectorate","MAERSK","MAERSK","2022-08-17","1320","2022-11-30","27","36","0","0000-00-00","0","2022-06-23","4434","0000-00-00","","20'","JORF LASFAR","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1383","Draft","18452","Paid\"
"Europe","2022-10-05","Argentina","BUENOS AIRES","Vessel","ALF AMMAR","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","440","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","45","730","44","37","1772","865","SVN","GAMMA","Inspectorate","BDP","HAPAG LLOYD","2022-11-19","484","0000-00-00","27","38","0","2022-12-20","0","2022-12-25","440","2022-05-22","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","3","0","0","0","Sent","1443","Signed OCP","18732","Paid\"
"Local Market","2022-10-04","Thailand","LAT KRABANG","Container","Vial/Vitafort","Vial/Vitafort","DCP","0","1 pallet per 2 BB","Neutre","1200","22","CFR","Deal concluded","CONFIRMED","Cable bank transfer","90","740","44","40","1743","866","SVN","HAPAG LLOYD","Inspectorate","BDP","MAERSK","2022-05-17","484","2022-04-27","33","0","1236876312","2022-06-18","15","2022-05-22","440","2022-09-23","","40' Dry","TANGER","137986.14","0","0","2","84.91","0","0","0","0","3","0","0","0","Sent","1982","Signed Customer","18732","Paid\"
"Europe","2022-10-04","Argentina","LAGOS","Container","GREEFOS","Vial/Vitafort","MDCP","0","1 pallet per BB","Neutre","550","25","CFR","Delivery in progress","CONFIRMED","L/C","90","780","0","40","1743","867","SVN","HAPAG LLOYD","Inspectorate","SEALAND","MAERSK","2022-04-15","4840","0000-00-00","0","38","0","2022-06-18","60","2022-09-23","1200","2022-09-23","","20'","TANGER","0","2280.23","0","2","0","0","0","0","0","0","0","0","0","Sent","1398","Signed OCP","18732","Paid\"
"Americas","2022-03-01","Morocco","LAGOS","Container","ALF AMMAR","CP Group","MDCP","0","1 pallet per BB","Neutre","440","25","CIF","Finalized","CONFIRMED","L/C","90","610","25","0","1743","868","IPSEN","SEALAND","Inspectorate","CMA CGM","MAERSK","2022-04-15","110","2022-04-27","33","33","0","2022-12-20","60","0000-00-00","4434","2022-12-25","","20'","CASABLANCA","137986.14","0","0","0","0","0","0","0","0","3","1","0","0","Sent","1383","Signed OCP","18732","Paid\"
"Local Market","2022-10-04","Nigeria","","Container","ESIFAR","GREEFOS","MDCP","0","1 pallet per 2 BB","Phosfeed","440","22","CIF","Deal concluded","CONFIRMED","D/A","60","690","30","40","1843","869","IPSEN","MAERSK","Inspectorate","HAPAG LLOYD","SEALAND","2022-11-19","4840","2022-08-29","19","0","0","0000-00-00","25","2022-09-23","440","2022-12-25","","20'","JORF LASFAR","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Draft","19832","Paid\"
"Africa","2022-10-05","Thailand","LAT KRABANG","Container","CPF (Thailand) Public Company Limited","ALF AMMAR","MDCP","0","1 pallet per 2 BB","Phosfeed","100","20","CFR","Finalized","CONFIRMED","Cable bank transfer","90","610","20","40","1743","870","ONCF","MAERSK","Inspectorate","CMA CGM","HAPAG LLOYD","2022-11-19","4840","2022-05-29","0","38","237739812","2022-12-20","0","2022-05-22","4434","2022-12-25","","20'","CASABLANCA","0","0","0","0","84.91","0","0","0","0","0","1","0","0","Sent","1398","Signed Customer","18732","Paid\"
"Europe","2022-07-03","Argentina","BUENOS AIRES","Vessel","GREEFOS","CP Group","DCP","0","1 pallet per BB","Phosfeed","440","20","CFR","Delivery in progress","CONFIRMED","Cable bank transfer","60","780","44","37","1743","871","IPSEN","MAERSK","Inspectorate","SEALAND","HAPAG LLOYD","2022-11-18","1320","0000-00-00","40","0","237739812","2022-12-20","25","2022-12-25","100","2022-09-23","","20'","CASABLANCA","137986.14","0","0","2","0","0","0","0","0","0","0","0","0","Sent","1382","Draft","18668","Not Paid\"
"Americas","2022-04-02","Argentina","","Vessel","Vial/Vitafort","Vial/Vitafort","MDCP","0","1 pallet per BB","Phosfeed","4400","25","CIF","Deal concluded","CONFIRMED","Cable bank transfer","0","690","44","35","1743","872","ONCF","MAERSK","Inspectorate","BDP","MAERSK","2022-11-18","4840","2022-05-29","27","33","0","0000-00-00","25","2022-12-25","100","2022-06-23","","20'","","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1398","Draft","18668","Paid\"
"Asia","2022-10-05","Nigeria","BUENOS AIRES","Container","ALF AMMAR","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","4400","22","CFR","Invoiced","CONFIRMED","Cable bank transfer","15","740","20","37","1435","873","ONCF","CMA CGM","Inspectorate","SEALAND","CMA CGM","2022-11-19","484","2022-05-29","33","0","0","0000-00-00","0","2022-05-22","550","2022-05-22","","20'","","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","18452","Paid\"
"Americas","2022-03-01","Morocco","THESSALONIKI","Truck","CPF (Thailand) Public Company Limited","GREEFOS","MCP","0","1 pallet per 2 BB","Phosfeed","550","25","CFR","Invoiced","CONFIRMED","D/A","90","610","20","37","1435","874","SVN","MAERSK","Inspectorate","SEALAND","SEALAND","2022-08-17","110","0000-00-00","0","36","1236876312","2022-09-18","30","2022-12-25","550","0000-00-00","","","CASABLANCA","137986.14","2280.23","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","18668","Paid\"
"Local Market","2022-10-04","Argentina","BUENOS AIRES","Container","GREEFOS","ALF AMMAR","MCP","0","1 pallet per BB","Phosfeed","440","22","CIF","Delivery in progress","CONFIRMED","Cable bank transfer","45","730","30","37","1435","875","IPSEN","CMA CGM","Inspectorate","SEALAND","HAPAG LLOYD","2022-05-17","484","0000-00-00","0","36","1236876312","2022-12-20","25","2022-09-23","1200","0000-00-00","","20'","TANGER","116","0","0","2","0","0","0","0","0","3","0","0","0","Sent","1982","Signed OCP","19832","Paid\"
"Americas","2022-03-01","Morocco","BUENOS AIRES","Container","ALF AMMAR","ALF AMMAR","MCP","0","1 pallet per BB","Phosfeed","440","22","CFR","Delivery in progress","CONFIRMED","CAD","0","780","0","35","1435","876","IPSEN","GAMMA","Inspectorate","SEALAND","CMA CGM","2022-08-17","1320","0000-00-00","40","0","0","0000-00-00","0","2022-05-22","440","2022-12-25","","","JORF LASFAR","137986.14","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","18452","Paid\"
"Asia","2022-03-01","Greece","","Truck","GREEFOS","ALF AMMAR","MDCP","0","1 pallet per 2 BB","Neutre","4400","22","CFR","Delivery in progress","CONFIRMED","Cable bank transfer","15","610","0","35","1435","877","SVN","HAPAG LLOYD","Inspectorate","BDP","MAERSK","2022-11-18","110","2022-04-27","19","36","0","2022-06-18","30","2022-09-23","1200","2022-09-23","","","","116","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","18452","Not Paid\"
"Local Market","2022-10-04","Morocco","THESSALONIKI","Container","GREEFOS","ESIFAR","MCP","0","1 pallet per BB","Phosfeed","550","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","60","690","25","40","1743","878","ONCF","SEALAND","Inspectorate","SEALAND","MAERSK","2022-11-19","4840","2022-11-30","33","38","0","2022-05-17","25","2022-06-23","4434","2022-12-25","","20'","","116","2280.23","0","2","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","18732","Paid\"
"Asia","2022-04-02","Thailand","LAT KRABANG","Vessel","ALF AMMAR","Vial/Vitafort","MDCP","0","1 pallet per 2 BB","Phosfeed","1200","22","EXW","Invoiced","CONFIRMED","D/A","0","730","25","40","1435","879","IPSEN","GAMMA","Inspectorate","HAPAG LLOYD","SEALAND","2022-05-17","605","0000-00-00","19","38","0","2022-09-18","60","2022-12-25","550","0000-00-00","","","TANGER","116","2280.23","0","2","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","19832","Paid\"
"Europe","2022-07-03","Greece","LAT KRABANG","Container","GREEFOS","CP Group","MCP","0","1 pallet per 2 BB","Phosfeed","550","22","CIF","Delivery in progress","CONFIRMED","CAD","60","610","44","40","1435","880","IPSEN","CMA CGM","Inspectorate","CMA CGM","HAPAG LLOYD","2022-04-15","484","0000-00-00","19","40","0","2022-09-18","25","0000-00-00","100","0000-00-00","","20'","CASABLANCA","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Draft","19832","Paid\"
"Africa","2022-07-03","Nigeria","BUENOS AIRES","Container","ESIFAR","CP Group","DCP","0","1 pallet per BB","Phosfeed","440","20","CFR","Invoiced","CONFIRMED","Cable bank transfer","60","730","44","40","1772","881","IPSEN","CMA CGM","Inspectorate","HAPAG LLOYD","CMA CGM","2022-05-17","605","0000-00-00","0","36","237739812","2022-12-20","15","2022-06-23","4434","2022-09-23","","20'","TANGER","137986.14","0","0","2","84.91","0","0","0","0","3","0","0","0","Sent","1982","Signed OCP","19423","Paid\"
"Asia","2022-07-03","Argentina","THESSALONIKI","Container","GREEFOS","ESIFAR","MCP","0","1 pallet per 2 BB","Phosfeed","4400","20","CFR","Finalized","CONFIRMED","D/A","90","740","30","37","1772","882","IPSEN","HAPAG LLOYD","Inspectorate","CMA CGM","HAPAG LLOYD","2022-04-15","484","2022-05-29","27","36","0","2022-05-17","25","2022-06-23","440","2022-09-23","","20'","TANGER","119178.58","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","19832","Not Paid\"
"Africa","2022-10-05","Morocco","","Container","ALF AMMAR","ESIFAR","MDCP","0","1 pallet per BB","Neutre","100","20","CFR","Deal concluded","CONFIRMED","Cable bank transfer","60","740","30","35","1435","883","ONCF","CMA CGM","Inspectorate","BDP","SEALAND","2022-11-18","1320","0000-00-00","27","36","0","2022-09-18","30","2022-12-25","4434","2022-06-23","","","","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1982","Signed OCP","19423","Paid\"
"Local Market","2022-10-04","Nigeria","LAGOS","Container","GREEFOS","GREEFOS","MDCP","0","1 pallet per 2 BB","Neutre","100","20","CFR","Invoiced","CONFIRMED","L/C","15","690","30","0","1743","884","IPSEN","GAMMA","Inspectorate","BDP","CMA CGM","2022-04-15","484","2022-08-29","27","38","0","2022-09-18","0","2022-12-25","100","2022-12-25","","40' Dry","JORF LASFAR","137986.14","0","0","0","84.91","0","0","0","0","3","0","0","0","Sent","1383","Signed OCP","19423","Paid\"
"Europe","2022-03-01","Argentina","THESSALONIKI","Truck","Vial/Vitafort","GREEFOS","MDCP","0","1 pallet per BB","Phosfeed","100","20","CFR","Delivery in progress","CONFIRMED","CAD","0","610","20","35","1772","885","SVN","SEALAND","Inspectorate","BDP","HAPAG LLOYD","2022-08-17","484","0000-00-00","40","38","0","2022-06-18","60","2022-05-22","100","2022-06-23","","40' Dry","TANGER","0","0","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed OCP","18452","Paid\"
"Europe","2022-04-02","Greece","BUENOS AIRES","Container","ALF AMMAR","ALF AMMAR","MDCP","0","1 pallet per 2 BB","Neutre","4400","22","CIF","Finalized","CONFIRMED","L/C","60","780","30","37","1634","886","SVN","HAPAG LLOYD","Inspectorate","SEALAND","CMA CGM","2022-05-17","605","2022-04-27","27","0","1236876312","2022-12-20","25","0000-00-00","440","2022-05-22","","20'","TANGER","137986.14","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1382","Signed Customer","18452","Paid\"
"Asia","2022-07-03","Nigeria","BUENOS AIRES","Container","ESIFAR","ESIFAR","MDCP","0","1 pallet per BB","Phosfeed","100","25","CFR","Deal concluded","CONFIRMED","Cable bank transfer","90","730","44","37","1772","887","SVN","HAPAG LLOYD","Inspectorate","MAERSK","SEALAND","2022-04-15","484","2022-04-27","19","33","1236876312","2022-09-18","15","0000-00-00","1200","0000-00-00","","20'","TANGER","137986.14","2280.23","0","0","0","0","0","0","0","3","0","0","0","Sent","1383","Signed OCP","19832","Paid\"
"Africa","2022-07-03","Morocco","LAT KRABANG","Container","CPF (Thailand) Public Company Limited","Vial/Vitafort","MDCP","0","1 pallet per BB","Neutre","4400","25","EXW","Invoiced","CONFIRMED","L/C","45","730","25","37","1435","888","SVN","MAERSK","Inspectorate","HAPAG LLOYD","CMA CGM","2022-11-18","484","0000-00-00","27","0","0","0000-00-00","30","2022-09-23","1200","2022-05-22","","40' Dry","CASABLANCA","0","0","0","0","84.91","0","0","0","0","3","0","0","0","Sent","1398","Signed OCP","18452","Paid\"
"Americas","2022-10-05","Argentina","LAGOS","Container","GREEFOS","Vial/Vitafort","MDCP","0","1 pallet per 2 BB","Phosfeed","100","22","CFR","Finalized","CONFIRMED","Cable bank transfer","60","780","30","37","1843","889","SVN","CMA CGM","Inspectorate","HAPAG LLOYD","CMA CGM","2022-11-19","4840","2022-11-30","0","33","1236876312","2022-06-18","25","2022-05-22","550","0000-00-00","","20'","JORF LASFAR","137986.14","0","0","0","84.91","0","0","0","0","0","0","0","0","Sent","1383","Signed Customer","18668","Paid\"
"Europe","2022-04-02","Argentina","","Vessel","GREEFOS","ESIFAR","MCP","0","1 pallet per BB","Phosfeed","4400","25","CFR","Delivery in progress","CONFIRMED","D/A","0","780","44","37","1743","890","ONCF","SEALAND","Inspectorate","SEALAND","HAPAG LLOYD","2022-11-19","4840","2022-04-27","40","38","237739812","2022-09-18","0","2022-12-25","100","0000-00-00","","20'","JORF LASFAR","0","2280.23","0","0","0","0","0","0","0","0","0","0","0","Sent","1443","Signed OCP","19423","Not Paid\"
