did,Region,Status,Status II,Volume per container,Estimated Freight,Country,Discharging Port,Type TC,Delivery Mode,Avis de Chargement status,Fret réel,Transit time,Supplier,Shipped Via,Shipping Line ,PORT LOADING,Transporter,1/2 jours,1 JOURS,2 JOURS,3 JOURS
452,Local Market,Deal concluded,CONFIRMED,22,0,Thailand,BUENOS AIRES,20',Container,Sent,0,,ONCF,HAPAG LLOYD,CMA CGM,TANGER,HAPAG LLOYD,,,0.0,
453,Americas,Finalized,CONFIRMED,25,25,Argentina,LAGOS,20',Container,Sent,0,,ONCF,SEALAND,MAERSK,CASABLANCA,GAMMA,,1.0,,
454,Africa,Finalized,CONFIRMED,22,25,Nigeria,LAT KRABANG,20',Container,Sent,40,25.0,SVN,SEALAND,MAERSK,,CMA CGM,,,,
455,Europe,Delivery in progress,CONFIRMED,20,25,Thailand,LAT KRABANG,20',Container,Sent,33,15.0,IPSEN,MAERSK,CMA CGM,JORF LASFAR,HAPAG LLOYD,,,,0.0
456,Local Market,Finalized,CONFIRMED,25,30,Morocco,LAT KRABANG,,Container,Sent,19,25.0,ONCF,MAERSK,CMA CGM,TANGER,HAPAG LLOYD,,1.0,,
457,Europe,Finalized,CONFIRMED,20,25,Greece,BUENOS AIRES,,Truck,Sent,40,15.0,ONCF,SEALAND,HAPAG LLOYD,JORF LASFAR,HAPAG LLOYD,3.0,1.0,,
458,Europe,Delivery in progress,CONFIRMED,25,30,Argentina,BUENOS AIRES,40' Dry,Container,Sent,40,60.0,SVN,CMA CGM,MAERSK,CASABLANCA,MAERSK,,,0.0,0.0
459,Europe,Invoiced,CONFIRMED,20,0,Thailand,THESSALONIKI,40' Dry,Container,Sent,33,25.0,IPSEN,HAPAG LLOYD,SEALAND,,SEALAND,3.0,,,
460,Local Market,Delivery in progress,CONFIRMED,20,44,Nigeria,,,Container,Sent,40,15.0,SVN,MAERSK,BDP,CASABLANCA,HAPAG LLOYD,3.0,,,
461,Asia,Finalized,CONFIRMED,20,30,Greece,LAT KRABANG,,Container,Sent,27,15.0,IPSEN,HAPAG LLOYD,BDP,CASABLANCA,MAERSK,,,,0.0
462,Europe,Delivery in progress,CONFIRMED,22,44,Morocco,,20',Container,Sent,0,30.0,IPSEN,MAERSK,SEALAND,,MAERSK,3.0,,0.0,
463,Local Market,Deal concluded,CONFIRMED,25,25,Morocco,BUENOS AIRES,20',Container,Sent,40,30.0,SVN,HAPAG LLOYD,CMA CGM,CASABLANCA,GAMMA,3.0,,0.0,
464,Asia,Deal concluded,CONFIRMED,22,44,Thailand,LAGOS,,Container,Sent,0,60.0,SVN,HAPAG LLOYD,BDP,JORF LASFAR,GAMMA,,,0.0,
465,Americas,Finalized,CONFIRMED,25,0,Greece,,40' Dry,Container,Sent,33,30.0,SVN,MAERSK,BDP,CASABLANCA,CMA CGM,,,0.0,0.0
466,Africa,Deal concluded,CONFIRMED,25,30,Greece,,,Container,Sent,40,15.0,SVN,SEALAND,MAERSK,TANGER,GAMMA,3.0,,,
467,Africa,Deal concluded,CONFIRMED,20,25,Thailand,LAGOS,,Truck,Sent,27,,ONCF,CMA CGM,CMA CGM,CASABLANCA,HAPAG LLOYD,3.0,,,0.0
468,Africa,Delivery in progress,CONFIRMED,22,44,Morocco,LAT KRABANG,20',Container,Sent,33,,SVN,SEALAND,MAERSK,JORF LASFAR,GAMMA,,,,
469,Asia,Invoiced,CONFIRMED,20,44,Argentina,THESSALONIKI,40' Dry,Container,Sent,40,30.0,SVN,MAERSK,MAERSK,TANGER,SEALAND,3.0,,0.0,0.0
470,Americas,Finalized,CONFIRMED,22,20,Argentina,LAT KRABANG,,Vessel,Sent,19,60.0,SVN,SEALAND,HAPAG LLOYD,JORF LASFAR,GAMMA,,,,
471,Americas,Finalized,CONFIRMED,25,25,Morocco,LAGOS,20',Container,Sent,33,60.0,SVN,MAERSK,MAERSK,,HAPAG LLOYD,,,,
472,Africa,Invoiced,CONFIRMED,25,30,Greece,LAT KRABANG,40' Dry,Vessel,Sent,40,30.0,IPSEN,MAERSK,CMA CGM,TANGER,GAMMA,,,0.0,
473,Local Market,Finalized,CONFIRMED,22,0,Thailand,BUENOS AIRES,,Container,Sent,19,60.0,SVN,HAPAG LLOYD,HAPAG LLOYD,JORF LASFAR,SEALAND,,,,
474,Africa,Deal concluded,CONFIRMED,22,25,Morocco,LAT KRABANG,,Truck,Sent,0,30.0,SVN,MAERSK,MAERSK,CASABLANCA,CMA CGM,,,,0.0
475,Europe,Delivery in progress,CONFIRMED,22,20,Greece,THESSALONIKI,20',Vessel,Sent,19,30.0,IPSEN,MAERSK,HAPAG LLOYD,CASABLANCA,CMA CGM,,1.0,0.0,
476,Local Market,Finalized,CONFIRMED,22,30,Argentina,,20',Container,Sent,0,15.0,IPSEN,MAERSK,CMA CGM,,HAPAG LLOYD,,,,0.0
477,Africa,Invoiced,CONFIRMED,22,44,Thailand,,20',Container,Sent,19,15.0,IPSEN,SEALAND,BDP,TANGER,HAPAG LLOYD,,,,
478,Africa,Deal concluded,CONFIRMED,25,20,Morocco,,,Container,Sent,33,30.0,ONCF,MAERSK,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,,,
479,Americas,Finalized,CONFIRMED,20,25,Argentina,THESSALONIKI,20',Vessel,Sent,27,30.0,SVN,MAERSK,SEALAND,CASABLANCA,GAMMA,,,,0.0
480,Americas,Finalized,CONFIRMED,20,0,Thailand,THESSALONIKI,,Container,Sent,27,15.0,IPSEN,SEALAND,MAERSK,,CMA CGM,,1.0,0.0,
481,Africa,Deal concluded,CONFIRMED,20,25,Greece,LAGOS,,Container,Sent,0,30.0,SVN,HAPAG LLOYD,BDP,TANGER,MAERSK,3.0,,,
482,Europe,Deal concluded,CONFIRMED,20,25,Thailand,LAGOS,20',Container,Sent,33,15.0,SVN,MAERSK,HAPAG LLOYD,,HAPAG LLOYD,,,,
483,Americas,Deal concluded,CONFIRMED,25,44,Morocco,THESSALONIKI,20',Container,Sent,27,15.0,IPSEN,SEALAND,HAPAG LLOYD,JORF LASFAR,SEALAND,,,,
484,Europe,Invoiced,CONFIRMED,25,44,Greece,LAGOS,20',Container,Sent,40,30.0,SVN,MAERSK,HAPAG LLOYD,JORF LASFAR,MAERSK,3.0,,,
485,Europe,Delivery in progress,CONFIRMED,20,25,Nigeria,THESSALONIKI,,Container,Sent,33,30.0,IPSEN,CMA CGM,MAERSK,CASABLANCA,GAMMA,,,,
486,Africa,Deal concluded,CONFIRMED,22,30,Greece,LAT KRABANG,20',Truck,Sent,40,15.0,IPSEN,MAERSK,SEALAND,CASABLANCA,MAERSK,,1.0,,
487,Europe,Deal concluded,CONFIRMED,20,25,Argentina,BUENOS AIRES,40' Dry,Vessel,Sent,33,,IPSEN,SEALAND,MAERSK,TANGER,CMA CGM,,,,
488,Africa,Deal concluded,CONFIRMED,22,25,Argentina,THESSALONIKI,20',Container,Sent,33,25.0,IPSEN,HAPAG LLOYD,HAPAG LLOYD,TANGER,GAMMA,3.0,,,
489,Africa,Deal concluded,CONFIRMED,22,44,Greece,LAT KRABANG,20',Container,Sent,40,25.0,IPSEN,MAERSK,BDP,CASABLANCA,HAPAG LLOYD,3.0,,,
490,Africa,Delivery in progress,CONFIRMED,20,0,Thailand,,20',Vessel,Sent,27,30.0,IPSEN,CMA CGM,SEALAND,CASABLANCA,SEALAND,,,0.0,
491,Local Market,Delivery in progress,CONFIRMED,20,0,Argentina,BUENOS AIRES,20',Vessel,Sent,0,60.0,IPSEN,SEALAND,HAPAG LLOYD,CASABLANCA,CMA CGM,,,,0.0
492,Africa,Deal concluded,CONFIRMED,22,30,Thailand,,20',Container,Sent,0,30.0,SVN,SEALAND,MAERSK,CASABLANCA,HAPAG LLOYD,,,,
493,Europe,Invoiced,CONFIRMED,22,0,Argentina,THESSALONIKI,,Container,Sent,0,25.0,SVN,SEALAND,HAPAG LLOYD,,MAERSK,,,,
494,Americas,Invoiced,CONFIRMED,22,44,Argentina,,40' Dry,Vessel,Sent,19,15.0,IPSEN,SEALAND,BDP,,GAMMA,,,,
495,Europe,Delivery in progress,CONFIRMED,20,30,Nigeria,THESSALONIKI,,Container,Sent,0,30.0,IPSEN,MAERSK,BDP,CASABLANCA,SEALAND,,,,
496,Europe,Finalized,CONFIRMED,25,44,Greece,LAT KRABANG,20',Vessel,Sent,40,,ONCF,SEALAND,BDP,JORF LASFAR,HAPAG LLOYD,,,0.0,
497,Africa,Finalized,CONFIRMED,20,20,Nigeria,LAT KRABANG,,Container,Sent,27,25.0,SVN,CMA CGM,CMA CGM,TANGER,GAMMA,,,0.0,
498,Americas,Invoiced,CONFIRMED,22,25,Thailand,LAGOS,40' Dry,Container,Sent,0,60.0,IPSEN,SEALAND,BDP,TANGER,CMA CGM,,,,
499,Local Market,Finalized,CONFIRMED,22,20,Argentina,THESSALONIKI,40' Dry,Vessel,Sent,33,25.0,IPSEN,HAPAG LLOYD,MAERSK,,MAERSK,,,,
500,Africa,Invoiced,CONFIRMED,20,0,Morocco,LAT KRABANG,40' Dry,Truck,Sent,0,25.0,IPSEN,CMA CGM,SEALAND,TANGER,SEALAND,,,0.0,
501,Africa,Deal concluded,CONFIRMED,20,44,Thailand,,20',Vessel,Sent,0,25.0,IPSEN,SEALAND,MAERSK,CASABLANCA,CMA CGM,3.0,,,
502,Europe,Delivery in progress,CONFIRMED,20,25,Morocco,LAT KRABANG,40' Dry,Vessel,Sent,40,,SVN,MAERSK,SEALAND,JORF LASFAR,HAPAG LLOYD,,,0.0,
503,Asia,Delivery in progress,CONFIRMED,22,0,Morocco,THESSALONIKI,20',Container,Sent,19,60.0,SVN,HAPAG LLOYD,BDP,CASABLANCA,SEALAND,,,0.0,
504,Local Market,Deal concluded,CONFIRMED,22,0,Greece,LAT KRABANG,20',Vessel,Sent,19,30.0,ONCF,MAERSK,MAERSK,,GAMMA,,,0.0,
505,Americas,Delivery in progress,CONFIRMED,22,0,Nigeria,THESSALONIKI,20',Container,Sent,33,15.0,SVN,CMA CGM,CMA CGM,CASABLANCA,MAERSK,,1.0,0.0,
506,Africa,Invoiced,CONFIRMED,25,44,Nigeria,LAGOS,20',Container,Sent,27,30.0,IPSEN,MAERSK,HAPAG LLOYD,CASABLANCA,HAPAG LLOYD,,,,
507,Local Market,Deal concluded,CONFIRMED,22,20,Nigeria,,,Container,Sent,40,25.0,SVN,SEALAND,BDP,CASABLANCA,HAPAG LLOYD,,,,0.0
508,Local Market,Finalized,CONFIRMED,20,30,Nigeria,LAT KRABANG,,Container,Sent,0,60.0,IPSEN,SEALAND,MAERSK,TANGER,GAMMA,,,,
509,Asia,Deal concluded,CONFIRMED,25,44,Nigeria,LAGOS,20',Container,Sent,19,30.0,SVN,HAPAG LLOYD,CMA CGM,,MAERSK,,,,0.0
510,Africa,Delivery in progress,CONFIRMED,25,30,Nigeria,BUENOS AIRES,20',Container,Sent,0,15.0,SVN,CMA CGM,SEALAND,TANGER,SEALAND,,,0.0,
511,Africa,Deal concluded,CONFIRMED,22,30,Argentina,LAGOS,20',Vessel,Sent,40,60.0,IPSEN,MAERSK,MAERSK,CASABLANCA,MAERSK,3.0,,0.0,
512,Europe,Invoiced,CONFIRMED,25,30,Thailand,,20',Container,Sent,0,,SVN,SEALAND,CMA CGM,CASABLANCA,SEALAND,,,,
513,Africa,Deal concluded,CONFIRMED,20,0,Morocco,,20',Container,Sent,27,,ONCF,MAERSK,BDP,,SEALAND,,,,
514,Asia,Delivery in progress,CONFIRMED,20,0,Nigeria,BUENOS AIRES,40' Dry,Container,Sent,0,25.0,ONCF,MAERSK,HAPAG LLOYD,JORF LASFAR,CMA CGM,3.0,,,
515,Asia,Deal concluded,CONFIRMED,22,25,Thailand,LAGOS,40' Dry,Truck,Sent,33,,SVN,MAERSK,BDP,CASABLANCA,CMA CGM,,,,
516,Africa,Finalized,CONFIRMED,20,44,Argentina,LAGOS,20',Container,Sent,19,15.0,IPSEN,HAPAG LLOYD,HAPAG LLOYD,JORF LASFAR,GAMMA,,,,
517,Americas,Deal concluded,CONFIRMED,20,44,Morocco,THESSALONIKI,,Container,Sent,19,25.0,SVN,MAERSK,BDP,CASABLANCA,MAERSK,,,0.0,
518,Asia,Deal concluded,CONFIRMED,20,20,Nigeria,LAT KRABANG,,Container,Sent,33,60.0,SVN,HAPAG LLOYD,SEALAND,JORF LASFAR,SEALAND,,1.0,,0.0
519,Asia,Deal concluded,CONFIRMED,22,0,Thailand,,20',Truck,Sent,0,60.0,ONCF,HAPAG LLOYD,CMA CGM,TANGER,SEALAND,,1.0,,
520,Local Market,Finalized,CONFIRMED,20,0,Greece,LAT KRABANG,,Container,Sent,40,,SVN,MAERSK,CMA CGM,,SEALAND,,,,
521,Local Market,Finalized,CONFIRMED,22,20,Argentina,BUENOS AIRES,20',Container,Sent,33,60.0,ONCF,CMA CGM,CMA CGM,TANGER,CMA CGM,,,,
522,Asia,Finalized,CONFIRMED,22,30,Argentina,BUENOS AIRES,,Truck,Sent,33,25.0,IPSEN,SEALAND,CMA CGM,CASABLANCA,GAMMA,,,,
523,Africa,Deal concluded,CONFIRMED,20,25,Thailand,LAT KRABANG,20',Vessel,Sent,40,60.0,SVN,CMA CGM,CMA CGM,CASABLANCA,MAERSK,,,,0.0
524,Asia,Finalized,CONFIRMED,22,30,Greece,BUENOS AIRES,20',Truck,Sent,19,25.0,ONCF,HAPAG LLOYD,HAPAG LLOYD,CASABLANCA,SEALAND,,,,
525,Asia,Deal concluded,CONFIRMED,20,44,Thailand,LAGOS,40' Dry,Vessel,Sent,40,25.0,ONCF,HAPAG LLOYD,HAPAG LLOYD,JORF LASFAR,GAMMA,,,,
526,Americas,Deal concluded,CONFIRMED,20,44,Greece,THESSALONIKI,20',Container,Sent,19,25.0,SVN,MAERSK,CMA CGM,CASABLANCA,SEALAND,3.0,,,
527,Local Market,Deal concluded,CONFIRMED,22,20,Morocco,THESSALONIKI,20',Truck,Sent,0,30.0,IPSEN,MAERSK,HAPAG LLOYD,JORF LASFAR,CMA CGM,3.0,,,0.0
528,Local Market,Deal concluded,CONFIRMED,22,44,Argentina,BUENOS AIRES,20',Container,Sent,0,30.0,ONCF,HAPAG LLOYD,SEALAND,CASABLANCA,CMA CGM,,1.0,,
529,Asia,Finalized,CONFIRMED,22,0,Argentina,BUENOS AIRES,20',Truck,Sent,0,15.0,IPSEN,HAPAG LLOYD,CMA CGM,CASABLANCA,CMA CGM,,,,
530,Local Market,Delivery in progress,CONFIRMED,22,25,Morocco,BUENOS AIRES,20',Truck,Sent,27,15.0,SVN,MAERSK,BDP,,SEALAND,,1.0,,
531,Americas,Finalized,CONFIRMED,22,20,Nigeria,LAT KRABANG,20',Truck,Sent,0,,SVN,HAPAG LLOYD,MAERSK,JORF LASFAR,SEALAND,3.0,,0.0,
532,Europe,Deal concluded,CONFIRMED,20,20,Morocco,LAGOS,20',Container,Sent,33,,ONCF,CMA CGM,BDP,,SEALAND,3.0,,,0.0
533,Americas,Invoiced,CONFIRMED,22,20,Thailand,,20',Container,Sent,40,25.0,SVN,SEALAND,HAPAG LLOYD,TANGER,HAPAG LLOYD,3.0,,,
534,Africa,Invoiced,CONFIRMED,22,44,Thailand,LAT KRABANG,20',Vessel,Sent,27,,SVN,MAERSK,CMA CGM,TANGER,SEALAND,,,,
535,Americas,Finalized,CONFIRMED,22,30,Argentina,BUENOS AIRES,,Container,Sent,19,60.0,SVN,HAPAG LLOYD,CMA CGM,JORF LASFAR,HAPAG LLOYD,3.0,,,
536,Africa,Finalized,CONFIRMED,22,0,Greece,LAGOS,40' Dry,Container,Sent,19,15.0,SVN,CMA CGM,MAERSK,,MAERSK,3.0,,,
537,Europe,Invoiced,CONFIRMED,20,25,Morocco,THESSALONIKI,,Vessel,Sent,0,60.0,SVN,MAERSK,SEALAND,TANGER,CMA CGM,,,,
538,Americas,Delivery in progress,CONFIRMED,20,20,Thailand,,40' Dry,Container,Sent,33,25.0,ONCF,MAERSK,MAERSK,,CMA CGM,3.0,,0.0,
539,Europe,Deal concluded,CONFIRMED,22,25,Thailand,BUENOS AIRES,20',Truck,Sent,0,,IPSEN,MAERSK,MAERSK,CASABLANCA,MAERSK,,,0.0,
540,Local Market,Deal concluded,CONFIRMED,22,44,Greece,BUENOS AIRES,20',Vessel,Sent,27,60.0,IPSEN,MAERSK,MAERSK,CASABLANCA,SEALAND,,1.0,,
541,Asia,Invoiced,CONFIRMED,22,30,Morocco,,20',Vessel,Sent,33,,IPSEN,HAPAG LLOYD,CMA CGM,TANGER,MAERSK,,,,
542,Local Market,Delivery in progress,CONFIRMED,22,44,Nigeria,LAT KRABANG,40' Dry,Truck,Sent,27,30.0,IPSEN,CMA CGM,SEALAND,CASABLANCA,CMA CGM,,1.0,,0.0
543,Europe,Finalized,CONFIRMED,25,25,Thailand,LAGOS,40' Dry,Container,Sent,33,,IPSEN,HAPAG LLOYD,CMA CGM,CASABLANCA,MAERSK,,,,0.0
544,Asia,Finalized,CONFIRMED,25,0,Greece,THESSALONIKI,20',Container,Sent,33,60.0,SVN,MAERSK,SEALAND,CASABLANCA,HAPAG LLOYD,,1.0,,
545,Americas,Deal concluded,CONFIRMED,25,44,Thailand,BUENOS AIRES,20',Vessel,Sent,19,15.0,IPSEN,MAERSK,SEALAND,CASABLANCA,MAERSK,,1.0,,
546,Europe,Invoiced,CONFIRMED,20,0,Thailand,BUENOS AIRES,20',Truck,Sent,33,,SVN,SEALAND,SEALAND,CASABLANCA,MAERSK,,,,
547,Americas,Invoiced,CONFIRMED,20,0,Greece,,20',Container,Sent,40,25.0,SVN,SEALAND,BDP,JORF LASFAR,MAERSK,,,0.0,
548,Local Market,Invoiced,CONFIRMED,22,25,Argentina,THESSALONIKI,40' Dry,Container,Sent,33,,ONCF,MAERSK,BDP,CASABLANCA,GAMMA,,,0.0,
549,Asia,Deal concluded,CONFIRMED,22,20,Nigeria,LAT KRABANG,20',Vessel,Sent,40,25.0,ONCF,MAERSK,HAPAG LLOYD,CASABLANCA,SEALAND,3.0,,,
550,Europe,Delivery in progress,CONFIRMED,22,25,Greece,THESSALONIKI,,Truck,Sent,40,25.0,SVN,MAERSK,MAERSK,CASABLANCA,CMA CGM,,1.0,,
551,Africa,Deal concluded,CONFIRMED,22,25,Greece,BUENOS AIRES,20',Vessel,Sent,40,25.0,SVN,HAPAG LLOYD,SEALAND,CASABLANCA,SEALAND,,,0.0,
552,Americas,Deal concluded,CONFIRMED,20,0,Thailand,LAGOS,20',Truck,Sent,0,60.0,ONCF,HAPAG LLOYD,SEALAND,CASABLANCA,SEALAND,,1.0,,
553,Local Market,Finalized,CONFIRMED,20,0,Argentina,THESSALONIKI,20',Vessel,Sent,40,25.0,IPSEN,SEALAND,HAPAG LLOYD,JORF LASFAR,CMA CGM,,,,
554,Local Market,Delivery in progress,CONFIRMED,20,25,Thailand,BUENOS AIRES,20',Container,Sent,0,25.0,IPSEN,MAERSK,MAERSK,CASABLANCA,GAMMA,,,0.0,
555,Americas,Deal concluded,CONFIRMED,20,25,Nigeria,LAT KRABANG,20',Container,Sent,19,15.0,IPSEN,SEALAND,SEALAND,TANGER,GAMMA,,1.0,,
556,Americas,Deal concluded,CONFIRMED,22,44,Greece,LAGOS,20',Container,Sent,33,15.0,SVN,CMA CGM,HAPAG LLOYD,JORF LASFAR,MAERSK,,,,
557,Europe,Deal concluded,CONFIRMED,25,0,Morocco,LAT KRABANG,20',Container,Sent,33,30.0,IPSEN,MAERSK,HAPAG LLOYD,TANGER,MAERSK,3.0,,,
558,Europe,Deal concluded,CONFIRMED,20,30,Greece,BUENOS AIRES,20',Container,Sent,33,15.0,SVN,MAERSK,CMA CGM,CASABLANCA,GAMMA,,1.0,,
559,Americas,Deal concluded,CONFIRMED,25,30,Nigeria,,20',Container,Sent,33,25.0,IPSEN,MAERSK,CMA CGM,CASABLANCA,SEALAND,,,,
560,Local Market,Deal concluded,CONFIRMED,20,0,Morocco,BUENOS AIRES,40' Dry,Truck,Sent,0,60.0,SVN,CMA CGM,HAPAG LLOYD,CASABLANCA,MAERSK,,,,
561,Africa,Deal concluded,CONFIRMED,25,25,Greece,,20',Container,Sent,27,,ONCF,MAERSK,CMA CGM,CASABLANCA,MAERSK,3.0,,,0.0
562,Americas,Invoiced,CONFIRMED,22,20,Greece,BUENOS AIRES,20',Container,Sent,19,30.0,ONCF,SEALAND,CMA CGM,CASABLANCA,CMA CGM,,1.0,,0.0
563,Americas,Deal concluded,CONFIRMED,20,0,Argentina,LAT KRABANG,,Container,Sent,19,25.0,ONCF,HAPAG LLOYD,SEALAND,CASABLANCA,CMA CGM,3.0,,,
564,Americas,Invoiced,CONFIRMED,22,44,Greece,,20',Truck,Sent,19,15.0,SVN,SEALAND,CMA CGM,TANGER,HAPAG LLOYD,3.0,1.0,,
565,Local Market,Deal concluded,CONFIRMED,20,44,Argentina,BUENOS AIRES,20',Container,Sent,0,15.0,SVN,CMA CGM,MAERSK,JORF LASFAR,CMA CGM,,,,
566,Americas,Finalized,CONFIRMED,20,0,Thailand,LAGOS,20',Vessel,Sent,27,60.0,SVN,HAPAG LLOYD,SEALAND,CASABLANCA,CMA CGM,,1.0,,
567,Local Market,Delivery in progress,CONFIRMED,20,0,Thailand,,20',Vessel,Sent,27,,SVN,MAERSK,HAPAG LLOYD,JORF LASFAR,HAPAG LLOYD,,,0.0,0.0
568,Europe,Deal concluded,CONFIRMED,20,20,Nigeria,THESSALONIKI,40' Dry,Truck,Sent,27,,IPSEN,MAERSK,CMA CGM,,HAPAG LLOYD,,1.0,,
569,Asia,Deal concluded,CONFIRMED,20,44,Nigeria,BUENOS AIRES,20',Container,Sent,27,25.0,ONCF,CMA CGM,HAPAG LLOYD,JORF LASFAR,GAMMA,,,0.0,
570,Africa,Deal concluded,CONFIRMED,22,30,Greece,LAT KRABANG,20',Container,Sent,27,30.0,SVN,MAERSK,HAPAG LLOYD,JORF LASFAR,SEALAND,,,,
571,Europe,Invoiced,CONFIRMED,22,25,Argentina,LAGOS,20',Vessel,Sent,0,25.0,SVN,SEALAND,BDP,CASABLANCA,SEALAND,,,0.0,
572,Asia,Invoiced,CONFIRMED,20,20,Nigeria,LAGOS,,Truck,Sent,40,60.0,SVN,CMA CGM,SEALAND,CASABLANCA,GAMMA,,1.0,,
573,Europe,Delivery in progress,CONFIRMED,20,30,Nigeria,LAGOS,20',Container,Sent,0,15.0,SVN,SEALAND,BDP,CASABLANCA,SEALAND,3.0,,,
574,Europe,Deal concluded,CONFIRMED,20,30,Nigeria,BUENOS AIRES,,Container,Sent,33,25.0,SVN,MAERSK,HAPAG LLOYD,CASABLANCA,SEALAND,,1.0,,
575,Americas,Finalized,CONFIRMED,20,20,Argentina,LAT KRABANG,20',Container,Sent,0,,IPSEN,HAPAG LLOYD,MAERSK,CASABLANCA,MAERSK,3.0,1.0,,
576,Asia,Deal concluded,CONFIRMED,22,30,Greece,THESSALONIKI,20',Container,Sent,40,30.0,IPSEN,CMA CGM,MAERSK,CASABLANCA,MAERSK,3.0,,,
577,Asia,Finalized,CONFIRMED,20,0,Morocco,LAT KRABANG,,Container,Sent,19,30.0,IPSEN,MAERSK,MAERSK,JORF LASFAR,HAPAG LLOYD,,,,
578,Africa,Delivery in progress,CONFIRMED,22,20,Nigeria,,20',Vessel,Sent,40,60.0,IPSEN,HAPAG LLOYD,BDP,,MAERSK,,,,
579,Africa,Deal concluded,CONFIRMED,22,0,Thailand,LAGOS,20',Container,Sent,0,25.0,SVN,MAERSK,CMA CGM,CASABLANCA,CMA CGM,,,,
580,Americas,Invoiced,CONFIRMED,25,0,Thailand,LAT KRABANG,40' Dry,Truck,Sent,33,30.0,IPSEN,CMA CGM,HAPAG LLOYD,CASABLANCA,MAERSK,3.0,,,
581,Americas,Finalized,CONFIRMED,25,20,Morocco,BUENOS AIRES,20',Container,Sent,0,,ONCF,MAERSK,CMA CGM,JORF LASFAR,HAPAG LLOYD,,,,
582,Local Market,Invoiced,CONFIRMED,20,44,Nigeria,LAGOS,20',Container,Sent,33,,IPSEN,SEALAND,CMA CGM,,CMA CGM,,,0.0,0.0
583,Asia,Finalized,CONFIRMED,20,30,Argentina,THESSALONIKI,20',Container,Sent,0,15.0,SVN,MAERSK,MAERSK,CASABLANCA,SEALAND,,,,0.0
584,Americas,Deal concluded,CONFIRMED,20,0,Nigeria,BUENOS AIRES,40' Dry,Truck,Sent,27,60.0,IPSEN,HAPAG LLOYD,HAPAG LLOYD,JORF LASFAR,HAPAG LLOYD,3.0,1.0,0.0,
585,Europe,Invoiced,CONFIRMED,22,25,Nigeria,THESSALONIKI,40' Dry,Vessel,Sent,33,30.0,ONCF,SEALAND,BDP,JORF LASFAR,GAMMA,3.0,1.0,0.0,
586,Europe,Delivery in progress,CONFIRMED,20,20,Argentina,THESSALONIKI,20',Vessel,Sent,33,15.0,IPSEN,CMA CGM,SEALAND,CASABLANCA,MAERSK,,,,
587,Asia,Deal concluded,CONFIRMED,20,0,Thailand,LAT KRABANG,,Container,Sent,40,60.0,SVN,HAPAG LLOYD,SEALAND,TANGER,SEALAND,,,0.0,0.0
588,Asia,Deal concluded,CONFIRMED,20,0,Thailand,,40' Dry,Container,Sent,0,30.0,IPSEN,SEALAND,BDP,JORF LASFAR,CMA CGM,,,,
589,Africa,Invoiced,CONFIRMED,20,30,Thailand,,20',Container,Sent,33,25.0,SVN,MAERSK,HAPAG LLOYD,JORF LASFAR,SEALAND,,,,
590,Europe,Finalized,CONFIRMED,25,20,Nigeria,LAGOS,20',Vessel,Sent,27,30.0,ONCF,CMA CGM,HAPAG LLOYD,,SEALAND,,,,
591,Local Market,Invoiced,CONFIRMED,20,44,Greece,THESSALONIKI,20',Vessel,Sent,40,,IPSEN,CMA CGM,MAERSK,CASABLANCA,GAMMA,,1.0,0.0,
592,Asia,Delivery in progress,CONFIRMED,22,25,Greece,BUENOS AIRES,20',Truck,Sent,27,60.0,ONCF,CMA CGM,BDP,TANGER,MAERSK,,,0.0,
593,Europe,Delivery in progress,CONFIRMED,20,44,Morocco,LAT KRABANG,20',Container,Sent,33,25.0,IPSEN,SEALAND,SEALAND,CASABLANCA,GAMMA,,,,
594,Asia,Delivery in progress,CONFIRMED,20,20,Argentina,LAGOS,20',Container,Sent,33,30.0,SVN,CMA CGM,MAERSK,,HAPAG LLOYD,,,,
595,Africa,Deal concluded,CONFIRMED,20,25,Greece,,20',Vessel,Sent,19,30.0,ONCF,MAERSK,BDP,CASABLANCA,GAMMA,,,0.0,
596,Local Market,Deal concluded,CONFIRMED,22,20,Nigeria,LAGOS,,Container,Sent,27,30.0,IPSEN,MAERSK,CMA CGM,CASABLANCA,SEALAND,,1.0,,
597,Europe,Delivery in progress,CONFIRMED,22,30,Greece,LAT KRABANG,40' Dry,Vessel,Sent,40,,IPSEN,MAERSK,CMA CGM,CASABLANCA,CMA CGM,,,,
598,Asia,Invoiced,CONFIRMED,25,25,Thailand,LAGOS,40' Dry,Vessel,Sent,19,25.0,IPSEN,HAPAG LLOYD,CMA CGM,CASABLANCA,GAMMA,,,,
599,Local Market,Delivery in progress,CONFIRMED,20,30,Argentina,THESSALONIKI,20',Container,Sent,0,15.0,IPSEN,MAERSK,CMA CGM,,HAPAG LLOYD,,,,
600,Europe,Delivery in progress,CONFIRMED,22,44,Argentina,THESSALONIKI,20',Truck,Sent,40,15.0,ONCF,MAERSK,BDP,,MAERSK,3.0,,,
601,Africa,Invoiced,CONFIRMED,20,30,Morocco,THESSALONIKI,40' Dry,Truck,Sent,0,30.0,ONCF,HAPAG LLOYD,SEALAND,TANGER,HAPAG LLOYD,,,,
